id_client;sexe;tranche_age;enfant_conduite_accompagne;nombre_enfants;tranche_revenus;tranche_valeur_RP;formation;usage_vehicule;type_vehicule;vehicule_est_rouge;tranche nbr_pts-perdus;tranche_age_vehicule;type_conduite;date_demande_mois_année;etat_dossier;formule;tarif_devis
645;F;36-54;FAUX;0;150000-175000;0-50000;Masters;Private;Minivan;FAUX;6-9 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
646;F;18-36;FAUX;0;75000-100000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
647;M;72-90;FAUX;1;125000-150000;300000-350000;PhD;Private;Minivan;FAUX;0-3 pts;25-30 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
648;M;54-72;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
649;M;18-36;FAUX;0;175000-200000;500000-550000;Masters;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
650;F;18-36;FAUX;1;75000-100000;250000-300000;PhD;Private;Sports Car;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_integral;A
651;M;54-72;FAUX;0;25000-50000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_premium;A
652;F;54-72;FAUX;0;50000-75000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
653;M;54-72;FAUX;2;25000-50000;150000-200000;High School;Commercial;Minivan;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
654;F;36-54;VRAI;2;275000-300000;650000-700000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_vip;C
655;M;54-72;FAUX;4;50000-75000;200000-250000;High School;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
656;F;72-90;FAUX;0;0-25000;100000-150000;Bachelors;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
657;M;54-72;VRAI;2;25000-50000;150000-200000;<High School;Commercial;Van;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
658;F;54-72;VRAI;1;N/C;100000-150000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
659;F;72-90;FAUX;0;125000-150000;0-50000;PhD;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
660;F;72-90;FAUX;0;0-25000;N/C;<High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
661;F;18-36;FAUX;0;25000-50000;100000-150000;Bachelors;Commercial;Pickup;VRAI;3-6 pts;10-15 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
662;M;72-90;FAUX;0;0-25000;50000-100000;Masters;Private;Van;FAUX;0-3 pts;20-25 ans;Highly Rural/ Rural;mai-22;complet;dev_vip;C
663;M;36-54;FAUX;1;50000-75000;0-50000;Bachelors;Private;Minivan;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
664;M;36-54;FAUX;0;25000-50000;150000-200000;High School;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
665;M;36-54;VRAI;2;100000-125000;300000-350000;Masters;Commercial;Pickup;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
666;M;72-90;VRAI;2;0-25000;50000-100000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
667;M;0-18;FAUX;0;50000-75000;0-50000;Bachelors;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
668;F;36-54;FAUX;0;25000-50000;0-50000;High School;Commercial;Minivan;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
669;F;0-18;FAUX;0;25000-50000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
670;M;18-36;VRAI;3;100000-125000;300000-350000;Masters;Private;SUV;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
671;F;18-36;FAUX;3;0-25000;0-50000;<High School;Commercial;SUV;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
672;M;36-54;FAUX;4;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
673;M;54-72;FAUX;2;50000-75000;200000-250000;<High School;Private;Pickup;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_express;A
674;F;36-54;FAUX;0;50000-75000;150000-200000;High School;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
675;M;72-90;FAUX;0;0-25000;0-50000;High School;Commercial;Minivan;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
676;M;72-90;FAUX;2;75000-100000;200000-250000;Masters;Commercial;Pickup;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
677;F;54-72;FAUX;2;50000-75000;200000-250000;Bachelors;Commercial;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
678;F;18-36;FAUX;0;50000-75000;200000-250000;Masters;Private;Minivan;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
679;M;54-72;VRAI;4;50000-75000;0-50000;High School;Commercial;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
680;M;18-36;FAUX;0;50000-75000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
681;F;0-18;VRAI;1;25000-50000;0-50000;<High School;Commercial;Van;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
682;M;18-36;FAUX;0;125000-150000;350000-400000;Bachelors;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;A
683;M;54-72;FAUX;0;25000-50000;100000-150000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
684;F;54-72;FAUX;0;25000-50000;150000-200000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
685;F;18-36;FAUX;1;25000-50000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
686;F;0-18;FAUX;0;75000-100000;200000-250000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
687;M;54-72;FAUX;0;100000-125000;300000-350000;Bachelors;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
688;M;54-72;FAUX;0;75000-100000;200000-250000;Bachelors;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
689;M;72-90;FAUX;0;50000-75000;250000-300000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
690;F;18-36;FAUX;1;0-25000;0-50000;Bachelors;Commercial;Pickup;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
691;M;36-54;FAUX;0;25000-50000;0-50000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
692;M;72-90;FAUX;0;0-25000;150000-200000;Masters;Private;Minivan;FAUX;0-3 pts;20-25 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
693;F;0-18;FAUX;0;50000-75000;0-50000;Bachelors;Commercial;Pickup;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
694;F;36-54;FAUX;0;75000-100000;250000-300000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
695;F;36-54;FAUX;0;25000-50000;200000-250000;<High School;Private;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
696;M;0-18;FAUX;0;0-25000;0-50000;Masters;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
697;M;36-54;FAUX;0;50000-75000;0-50000;Bachelors;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
698;M;18-36;FAUX;0;125000-150000;350000-400000;Masters;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;mai-22;complet;dev_express;A
699;M;36-54;FAUX;2;50000-75000;0-50000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
700;F;54-72;FAUX;2;0-25000;0-50000;<High School;Private;Minivan;FAUX;6-9 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
701;M;54-72;VRAI;3;25000-50000;50000-100000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mai-22;complet;dev_integral;A
702;F;36-54;FAUX;0;50000-75000;150000-200000;High School;Commercial;Minivan;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
703;M;72-90;FAUX;0;25000-50000;150000-200000;<High School;Commercial;Panel Truck;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_vip;B
704;F;54-72;FAUX;0;0-25000;50000-100000;High School;Private;Minivan;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
705;M;54-72;FAUX;3;25000-50000;150000-200000;High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
706;F;0-18;FAUX;0;N/C;250000-300000;Bachelors;Commercial;Pickup;VRAI;6-9 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
707;F;54-72;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
708;F;18-36;VRAI;2;50000-75000;150000-200000;Masters;Private;Van;VRAI;0-3 pts;N/C;Highly Urban/ Urban;mai-22;complet;dev_express;A
709;F;0-18;FAUX;0;0-25000;100000-150000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
710;F;36-54;FAUX;0;25000-50000;100000-150000;Masters;Commercial;Van;VRAI;3-6 pts;20-25 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
711;M;54-72;FAUX;0;25000-50000;200000-250000;Bachelors;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;B
712;F;0-18;FAUX;0;50000-75000;200000-250000;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
713;M;54-72;FAUX;0;N/C;N/C;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;N/C;Highly Urban/ Urban;févr-22;complet;dev_integral;A
714;F;72-90;VRAI;2;0-25000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_premium;B
715;F;54-72;FAUX;0;125000-150000;0-50000;Masters;Private;Van;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
716;M;72-90;VRAI;4;N/C;0-50000;Bachelors;Commercial;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
717;M;0-18;FAUX;0;75000-100000;300000-350000;PhD;Private;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
718;M;18-36;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Panel Truck;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
719;F;18-36;FAUX;2;75000-100000;250000-300000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
720;M;18-36;FAUX;0;100000-125000;300000-350000;Masters;Private;Sports Car;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
721;M;54-72;FAUX;0;0-25000;50000-100000;Masters;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
722;M;72-90;FAUX;4;0-25000;0-50000;<High School;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
723;M;36-54;FAUX;2;N/C;150000-200000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
724;M;54-72;FAUX;4;0-25000;N/C;Bachelors;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
725;F;0-18;FAUX;0;50000-75000;200000-250000;High School;Commercial;Van;FAUX;6-9 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
726;M;72-90;FAUX;0;N/C;200000-250000;Bachelors;Private;Van;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
727;M;0-18;VRAI;2;75000-100000;200000-250000;High School;Commercial;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
728;F;0-18;FAUX;0;50000-75000;200000-250000;Masters;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
729;F;18-36;FAUX;0;50000-75000;200000-250000;High School;Commercial;Sports Car;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
730;M;54-72;FAUX;4;25000-50000;100000-150000;<High School;Commercial;Pickup;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
731;M;54-72;FAUX;3;N/C;150000-200000;High School;Private;Minivan;VRAI;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
732;M;36-54;FAUX;0;50000-75000;0-50000;Bachelors;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
733;F;54-72;FAUX;3;25000-50000;100000-150000;High School;Private;Minivan;FAUX;0-3 pts;N/C;Highly Urban/ Urban;mars-22;complet;dev_premium;A
734;F;36-54;FAUX;0;100000-125000;300000-350000;Bachelors;Commercial;Van;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
735;M;0-18;FAUX;0;N/C;150000-200000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
736;M;0-18;FAUX;0;50000-75000;0-50000;High School;Commercial;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
737;F;0-18;FAUX;3;0-25000;100000-150000;High School;Private;SUV;FAUX;6-9 pts;0-5 ans;Highly Rural/ Rural;févr-22;complet;dev_express;A
738;M;54-72;VRAI;3;75000-100000;200000-250000;Bachelors;Commercial;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
739;F;54-72;FAUX;0;50000-75000;200000-250000;High School;Commercial;Panel Truck;VRAI;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
740;M;18-36;FAUX;0;25000-50000;150000-200000;Masters;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;A
741;F;54-72;FAUX;2;125000-150000;0-50000;PhD;Private;SUV;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
742;M;0-18;FAUX;0;75000-100000;250000-300000;Bachelors;Private;Van;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
743;M;54-72;FAUX;3;0-25000;50000-100000;High School;Private;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;mars-22;complet;dev_integral;A
744;M;54-72;VRAI;2;50000-75000;200000-250000;High School;Private;Van;FAUX;3-6 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
745;M;54-72;FAUX;2;75000-100000;250000-300000;Bachelors;Commercial;Minivan;FAUX;3-6 pts;5-10 ans;Highly Rural/ Rural;mars-22;complet;dev_express;A
746;M;36-54;FAUX;0;25000-50000;200000-250000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
747;M;54-72;FAUX;0;50000-75000;200000-250000;Bachelors;Commercial;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
748;M;54-72;FAUX;1;0-25000;0-50000;High School;Commercial;SUV;FAUX;0-3 pts;10-15 ans;Highly Rural/ Rural;avr-22;complet;dev_integral;A
749;M;54-72;FAUX;3;100000-125000;350000-400000;PhD;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
750;F;72-90;FAUX;0;75000-100000;200000-250000;Bachelors;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
751;M;18-36;FAUX;0;100000-125000;350000-400000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
752;M;0-18;VRAI;1;0-25000;100000-150000;High School;Commercial;Pickup;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
753;M;72-90;FAUX;0;25000-50000;200000-250000;<High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
754;F;18-36;FAUX;0;50000-75000;200000-250000;Masters;Private;Minivan;VRAI;0-3 pts;20-25 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
755;M;54-72;FAUX;0;200000-225000;N/C;PhD;Commercial;Panel Truck;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
756;M;36-54;FAUX;0;25000-50000;150000-200000;<High School;Private;Pickup;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
757;F;36-54;FAUX;1;25000-50000;0-50000;High School;Commercial;Pickup;FAUX;6-9 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
758;M;54-72;FAUX;0;0-25000;100000-150000;Bachelors;Private;Sports Car;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_premium;A
759;F;18-36;FAUX;0;50000-75000;200000-250000;Masters;Private;Sports Car;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
760;M;0-18;FAUX;2;100000-125000;250000-300000;PhD;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
761;F;36-54;FAUX;0;100000-125000;250000-300000;PhD;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
762;F;54-72;FAUX;0;75000-100000;250000-300000;PhD;Private;SUV;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
763;M;0-18;VRAI;3;0-25000;0-50000;High School;Commercial;Pickup;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
764;F;36-54;FAUX;0;25000-50000;200000-250000;Bachelors;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_premium;B
765;M;0-18;FAUX;3;75000-100000;250000-300000;High School;Commercial;Pickup;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
766;M;90-108;FAUX;0;75000-100000;250000-300000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
767;F;18-36;FAUX;0;125000-150000;350000-400000;Masters;Private;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
768;M;54-72;VRAI;2;0-25000;N/C;High School;Private;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
769;F;54-72;FAUX;3;0-25000;50000-100000;<High School;Commercial;Pickup;FAUX;0-3 pts;5-10 ans;Highly Rural/ Rural;févr-22;complet;dev_integral;A
770;M;36-54;FAUX;0;75000-100000;150000-200000;Masters;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
771;M;0-18;FAUX;0;75000-100000;250000-300000;Masters;Private;SUV;FAUX;3-6 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
772;M;18-36;FAUX;0;50000-75000;200000-250000;High School;Commercial;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
773;F;36-54;FAUX;0;50000-75000;N/C;Bachelors;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
774;M;54-72;FAUX;0;50000-75000;150000-200000;Masters;Commercial;Pickup;FAUX;3-6 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
775;M;18-36;FAUX;0;50000-75000;150000-200000;Bachelors;Commercial;Van;VRAI;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
776;M;54-72;FAUX;0;25000-50000;150000-200000;Masters;Private;SUV;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
777;M;54-72;FAUX;0;50000-75000;N/C;Bachelors;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
778;M;54-72;FAUX;0;50000-75000;N/C;Bachelors;Commercial;Pickup;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
779;F;18-36;FAUX;0;75000-100000;200000-250000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
780;M;54-72;FAUX;1;N/C;300000-350000;Masters;Commercial;Panel Truck;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mai-22;complet;dev_express;A
781;F;36-54;FAUX;2;100000-125000;300000-350000;Bachelors;Commercial;SUV;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;janv-22;complet;dev_integral;A
782;M;54-72;FAUX;0;50000-75000;200000-250000;Masters;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Rural/ Rural;janv-22;complet;dev_premium;B
783;F;0-18;VRAI;2;75000-100000;250000-300000;Masters;Private;SUV;FAUX;3-6 pts;20-25 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
784;M;36-54;FAUX;0;150000-175000;400000-450000;PhD;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
785;M;36-54;FAUX;0;175000-200000;450000-500000;Masters;Private;Minivan;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;janv-22;complet;dev_premium;B
786;M;54-72;FAUX;0;0-25000;100000-150000;Bachelors;Commercial;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
787;F;54-72;FAUX;0;50000-75000;250000-300000;Bachelors;Commercial;Minivan;FAUX;0-3 pts;0-5 ans;Highly Rural/ Rural;avr-22;complet;dev_premium;A
788;M;54-72;FAUX;0;75000-100000;250000-300000;Masters;Private;Pickup;VRAI;3-6 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
789;M;72-90;FAUX;0;50000-75000;150000-200000;Bachelors;Commercial;Panel Truck;VRAI;0-3 pts;15-20 ans;Highly Urban/ Urban;avr-22;complet;dev_express;A
790;F;72-90;FAUX;0;50000-75000;150000-200000;High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
791;F;72-90;FAUX;2;0-25000;50000-100000;<High School;Private;SUV;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
792;M;54-72;FAUX;0;50000-75000;0-50000;Masters;Commercial;Pickup;FAUX;0-3 pts;15-20 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
793;M;72-90;FAUX;2;25000-50000;150000-200000;Bachelors;Commercial;Van;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_integral;A
794;M;54-72;FAUX;0;N/C;200000-250000;Bachelors;Commercial;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;févr-22;complet;dev_express;A
795;F;54-72;VRAI;2;0-25000;50000-100000;Bachelors;Private;SUV;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;févr-22;complet;dev_premium;B
796;M;54-72;FAUX;0;75000-100000;250000-300000;Bachelors;Commercial;Sports Car;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
797;M;54-72;FAUX;0;50000-75000;150000-200000;Bachelors;Private;Minivan;VRAI;0-3 pts;10-15 ans;Highly Urban/ Urban;janv-22;complet;dev_express;A
798;F;36-54;FAUX;0;0-25000;100000-150000;Bachelors;Private;SUV;FAUX;0-3 pts;5-10 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
799;F;54-72;FAUX;3;125000-150000;350000-400000;Bachelors;Private;Minivan;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;avr-22;complet;dev_integral;A
800;M;72-90;FAUX;0;75000-100000;200000-250000;Masters;Private;Pickup;FAUX;0-3 pts;10-15 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
801;F;72-90;FAUX;0;25000-50000;200000-250000;Bachelors;Private;Minivan;VRAI;0-3 pts;5-10 ans;Highly Rural/ Rural;janv-22;complet;dev_express;A
802;F;54-72;FAUX;3;0-25000;0-50000;<High School;Private;Minivan;VRAI;0-3 pts;0-5 ans;Highly Urban/ Urban;févr-22;complet;dev_integral;A
803;M;54-72;FAUX;3;0-25000;0-50000;Bachelors;Commercial;Sports Car;FAUX;6-9 pts;5-10 ans;Highly Urban/ Urban;mai-22;complet;dev_integral;A
804;F;18-36;FAUX;0;N/C;150000-200000;<High School;Private;Van;FAUX;3-6 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_express;A
805;F;0-18;FAUX;0;0-25000;100000-150000;High School;Private;Pickup;FAUX;0-3 pts;0-5 ans;Highly Urban/ Urban;mars-22;complet;dev_integral;A
